MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:2442276,Nek11,NIMA (never in mitosis gene a)-related expressed kinase 11,9,,regulation of mitotic cell cycle phase transition,,,ISO,Q8NG66 ,J:164563 
MGI:101784,Nes,nestin,3,,G2/M transition of mitotic cell cycle,,,ISO,P48681 ,J:164563 
MGI:107754,Neurog1,neurogenin 1,13,,exit from mitosis,"happens in inner ear,happens in neuroblast (sensu Vertebrata)",,IMP,,J:102293 
MGI:107754,Neurog1,neurogenin 1,13,,positive regulation of exit from mitosis,positively regulates exit from mitosis,,IMP,,J:102293 
MGI:102469,Nfatc1,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",18,,G1/S transition of mitotic cell cycle,,,IMP,,J:84257 
MGI:99421,Nfe2l1,"nuclear factor, erythroid derived 2,-like 1",11,,regulation of mitotic nuclear division,,,IMP,,J:203246 
MGI:108056,Nfia,nuclear factor I/A,4,,exit from mitosis,,,IMP,MGI:6280648 ,J:279742 
MGI:103188,Nfib,nuclear factor I/B,4,,exit from mitosis,,,IMP,MGI:5052268 ,J:279742 
MGI:97311,Nfix,nuclear factor I/X,8,,exit from mitosis,,,IMP,MGI:3802570 ,J:279742 
MGI:1349482,Nherf1,NHERF family PDZ scaffold protein 1,11,,negative regulation of mitotic cell cycle,,,ISO,O14745 ,J:164563 
MGI:105108,Nin,ninein,12,,mitotic spindle organization,happens in nucleus,PR:Q61043-3,IMP,,J:236302 
MGI:1913976,Nipbl,NIPBL cohesin loading factor,15,,establishment of mitotic sister chromatid cohesion,,,IBA,PTN000496017 ,J:265628 
MGI:1913976,Nipbl,NIPBL cohesin loading factor,15,,mitotic cohesin loading,,,IEA,IPR033031 ,J:72247 
MGI:1913976,Nipbl,NIPBL cohesin loading factor,15,,mitotic sister chromatid segregation,,,IMP,,J:250426 
MGI:97352,Nkx3-1,NK3 homeobox 1,14,,positive regulation of mitotic cell cycle,,,ISO,Q99801 ,J:164563 
MGI:2429770,Nle1,notchless homolog 1,11,,mitotic cell cycle,happens in hematopoietic stem cell,,IMP,MGI:3624778 ,J:204063 
MGI:2429770,Nle1,notchless homolog 1,11,,negative regulation of mitotic cell cycle,"happens in hematopoietic stem cell,negatively regulates mitotic cell cycle",,IMP,MGI:3624778 ,J:204063 
MGI:1861676,Nme6,NME/NM23 nucleoside diphosphate kinase 6,9,,negative regulation of mitotic nuclear division,,,IBA,PTN002930978 ,J:265628 
MGI:1861676,Nme6,NME/NM23 nucleoside diphosphate kinase 6,9,,negative regulation of mitotic nuclear division,,,ISO,O75414 ,J:164563 
MGI:2154441,Nop53,NOP53 ribosome biogenesis factor,7,,mitotic G2 DNA damage checkpoint signaling,,,ISO,Q9NZM5 ,J:164563 
MGI:107605,Npat,nuclear protein in the AT region,9,,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,IBA,PTN002309264 ,J:265628 
MGI:107605,Npat,nuclear protein in the AT region,9,,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,ISO,Q14207 ,J:164563 
MGI:1890811,Npm2,nucleophosmin/nucleoplasmin 2,14,,regulation of exit from mitosis,,,ISO,Q86SE8 ,J:164563 
MGI:2670969,Nrde2,"nrde-2 necessary for RNA interference, domain containing",12,,mitotic cell cycle,,,ISO,Q9H7Z3 ,J:164563 
MGI:3042273,Nsfl1c,NSFL1 (p97) cofactor (p47),2,,establishment of mitotic spindle orientation,,,ISO,Q9UNZ2 ,J:164563 
MGI:3042273,Nsfl1c,NSFL1 (p97) cofactor (p47),2,,positive regulation of mitotic centrosome separation,,,ISO,Q9UNZ2 ,J:164563 
MGI:2685830,Nsl1,"NSL1, MIS12 kinetochore complex component",1,,mitotic sister chromatid segregation,,,IEA,IPR013950 ,J:72247 
MGI:1915751,Nsmce2,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase",15,,positive regulation of mitotic metaphase/anaphase transition,,,ISO,Q96MF7 ,J:164563 
MGI:106014,Nudc,nudC nuclear distribution protein,4,,mitotic metaphase chromosome alignment,,,ISO,Q9Y266 ,J:164563 
MGI:106014,Nudc,nudC nuclear distribution protein,4,,mitotic spindle organization,,,ISO,Q9Y266 ,J:164563 
MGI:2443366,Nudt15,nudix hydrolase 15,14,,mitotic cell cycle,,,ISO,Q9NV35 ,J:164563 
MGI:1914227,Nuf2,"NUF2, NDC80 kinetochore complex component",1,,attachment of mitotic spindle microtubules to kinetochore,,,IBA,PTN000493779 ,J:265628 
MGI:1914227,Nuf2,"NUF2, NDC80 kinetochore complex component",1,,mitotic spindle assembly checkpoint signaling,,,NAS,,J:320157 
MGI:1914227,Nuf2,"NUF2, NDC80 kinetochore complex component",1,,mitotic spindle organization,,,IBA,PTN000493779 ,J:265628 
MGI:2443665,Numa1,nuclear mitotic apparatus protein 1,7,,establishment of mitotic spindle orientation,,,IBA,PTN002706457 ,J:265628 
MGI:2443665,Numa1,nuclear mitotic apparatus protein 1,7,,establishment of mitotic spindle orientation,,,IMP,,J:171504 
MGI:2443665,Numa1,nuclear mitotic apparatus protein 1,7,,establishment of mitotic spindle orientation,,,IMP,,J:229900 
MGI:2443665,Numa1,nuclear mitotic apparatus protein 1,7,,establishment of mitotic spindle orientation,,,ISO,Q14980 ,J:164563 
MGI:2443665,Numa1,nuclear mitotic apparatus protein 1,7,,positive regulation of mitotic spindle elongation,,,ISO,Q14980 ,J:164563 
MGI:2443665,Numa1,nuclear mitotic apparatus protein 1,7,,regulation of mitotic spindle organization,,,ISO,Q14980 ,J:164563 
MGI:1351500,Nup62,nucleoporin 62,7,,mitotic centrosome separation,,,ISO,P37198 ,J:164563 
MGI:1351500,Nup62,nucleoporin 62,7,,mitotic metaphase chromosome alignment,,,ISO,P37198 ,J:164563 
MGI:1351500,Nup62,nucleoporin 62,7,,positive regulation of mitotic cytokinetic process,,,ISO,P37198 ,J:164563 
MGI:1351500,Nup62,nucleoporin 62,7,,positive regulation of mitotic nuclear division,,,ISO,P37198 ,J:164563 
MGI:1351500,Nup62,nucleoporin 62,7,,regulation of mitotic spindle organization,,,ISO,P37198 ,J:164563 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,establishment of mitotic spindle localization,,,IBA,PTN001286938 ,J:265628 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,establishment of mitotic spindle localization,,,ISO,Q9BXS6 ,J:85504 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,mitotic chromosome condensation,,,IBA,PTN001286938 ,J:265628 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,mitotic chromosome condensation,,,ISO,Q9BXS6 ,J:85504 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,mitotic cytokinesis,,,IBA,PTN001286938 ,J:265628 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,mitotic cytokinesis,,,ISO,Q9BXS6 ,J:85504 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,mitotic sister chromatid segregation,,,ISO,Q9BXS6 ,J:85504 
MGI:2675669,Nusap1,nucleolar and spindle associated protein 1,2,,positive regulation of mitotic nuclear division,,,ISO,Q9BXS6 ,J:85504 
MGI:2138628,Obsl1,obscurin-like 1,1,,regulation of mitotic nuclear division,,,ISO,O75147 ,J:164563 
MGI:1350328,Ofd1,"OFD1, centriole and centriolar satellite protein",X,NOT,mitotic cell cycle,,,IMP,,J:161171 
MGI:1350328,Ofd1,"OFD1, centriole and centriolar satellite protein",X,NOT,mitotic spindle assembly,,,IMP,,J:161171 
MGI:1328337,Orc1,"origin recognition complex, subunit 1",4,,mitotic DNA replication checkpoint signaling,,,IBA,PTN000080055 ,J:265628 
MGI:1330290,Ovol1,ovo like zinc finger 1,19,,"germline cell cycle switching, mitotic to meiotic cell cycle","happens in spermatocyte,happens in testis",,IMP,MGI:1926599 ,J:101702 
MGI:1915284,Pabir1,PP2A A alpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,19,,mitotic G2/M transition checkpoint,,,IBA,PTN002503010 ,J:265628 
MGI:1915284,Pabir1,PP2A A alpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,19,,mitotic G2/M transition checkpoint,,,ISO,Q96E09 ,J:164563 
MGI:1921116,Pabir3,PABIR family member 3,X,,mitotic G2/M transition checkpoint,,,IBA,PTN002503010 ,J:265628 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,establishment of mitotic spindle orientation,,,IBA,PTN000752736 ,J:265628 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,establishment of mitotic spindle orientation,,,ISO,P43034 ,J:164563 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,positive regulation of mitotic cell cycle,,,ISO,RGD:620331 ,J:155856 
MGI:1891258,Parp3,"poly (ADP-ribose) polymerase family, member 3",9,,regulation of mitotic spindle organization,,,ISO,Q9Y6F1 ,J:73065 
MGI:97490,Pax6,paired box 6,2,,establishment of mitotic spindle orientation,happens in cerebral cortex,,IMP,MGI:1856155 ,J:178696 
MGI:1923998,Pbrm1,polybromo 1,14,,regulation of G1/S transition of mitotic cell cycle,,,NAS,,J:320113 
MGI:1923998,Pbrm1,polybromo 1,14,,regulation of mitotic metaphase/anaphase transition,,,NAS,,J:319964 
MGI:97495,Pbx1,pre B cell leukemia homeobox 1,1,,G2/M transition of mitotic cell cycle,"happens in spleen primordium,happens in mesenchymal stem cell",,IMP,,J:184521 
MGI:97495,Pbx1,pre B cell leukemia homeobox 1,1,,positive regulation of G2/M transition of mitotic cell cycle,positively regulates G2/M transition of mitotic cell cycle,,IMP,,J:184521 
MGI:2443003,Pcid2,PCI domain containing 2,8,,positive regulation of mitotic cell cycle spindle assembly checkpoint,,,IMP,,J:166080 
MGI:2443003,Pcid2,PCI domain containing 2,8,,positive regulation of mitotic cell cycle spindle assembly checkpoint,,,ISO,Q5JVF3 ,J:164563 
MGI:97503,Pcna,proliferating cell nuclear antigen,2,,mitotic telomere maintenance via semi-conservative replication,,,IGI,Q0VGM9 ,J:202812 
MGI:102722,Pcnt,pericentrin (kendrin),10,,mitotic spindle organization,happens in fibroblast,,IMP,MGI:4340776 ,J:226309 
MGI:102722,Pcnt,pericentrin (kendrin),10,,mitotic spindle organization,,,ISO,O95613 ,J:164563 
MGI:1333753,Pdcd6ip,programmed cell death 6 interacting protein,9,,midbody abscission,,,ISO,Q8WUM4 ,J:164563 
MGI:1333753,Pdcd6ip,programmed cell death 6 interacting protein,9,,mitotic cytokinesis,,,IBA,PTN001126206 ,J:265628 
MGI:1333753,Pdcd6ip,programmed cell death 6 interacting protein,9,,mitotic cytokinesis,,,ISO,Q8WUM4 ,J:164563 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,"positive regulation of mitotic cell cycle, embryonic",,,IGI,MGI:87859 ,J:140959 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,"positive regulation of mitotic cell cycle, embryonic",,,IGI,MGI:99511 ,J:140959 
MGI:97528,Pdgfb,"platelet derived growth factor, B polypeptide",15,,positive regulation of mitotic nuclear division,,,ISO,P01127 ,J:164563 
MGI:97531,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18,,positive regulation of mitotic nuclear division,,,IDA,,J:172977 
MGI:103098,Pdpn,podoplanin,4,,regulation of G1/S transition of mitotic cell cycle,regulates G1/S transition of mitotic cell cycle,,IMP,MGI:2657021 ,J:119680 
MGI:1919282,Pdxp,"pyridoxal (pyridoxine, vitamin B6) phosphatase",15,,regulation of mitotic nuclear division,,,ISO,Q96GD0 ,J:164563 
MGI:1344408,Pebp1,phosphatidylethanolamine binding protein 1,5,,positive regulation of mitotic nuclear division,,,ISO,RGD:62017 ,J:155856 
MGI:102520,Phb2,prohibitin 2,6,,positive regulation of exit from mitosis,,,ISO,Q99623 ,J:164563 
MGI:2444341,Phf8,PHD finger protein 8,X,,G1/S transition of mitotic cell cycle,,,ISO,Q9UPP1 ,J:164563 
MGI:1919307,Phf10,PHD finger protein 10,17,,regulation of G1/S transition of mitotic cell cycle,,,NAS,,J:320113 
MGI:1919307,Phf10,PHD finger protein 10,17,,regulation of mitotic metaphase/anaphase transition,,,NAS,,J:198738 
MGI:1919307,Phf10,PHD finger protein 10,17,,regulation of mitotic metaphase/anaphase transition,,,NAS,,J:319964 
MGI:2446217,Phf13,PHD finger protein 13,4,,mitotic cell cycle,,,ISO,Q86YI8 ,J:164563 
MGI:2446217,Phf13,PHD finger protein 13,4,,mitotic chromosome condensation,,,IBA,PTN002684675 ,J:265628 
MGI:2446217,Phf13,PHD finger protein 13,4,,mitotic chromosome condensation,,,ISO,Q86YI8 ,J:164563 
MGI:1932404,Phip,pleckstrin homology domain interacting protein,9,,positive regulation of mitotic nuclear division,,,IMP,,J:125126 
MGI:1913125,Pias1,protein inhibitor of activated STAT 1,9,,G1/S transition of mitotic cell cycle,,,ISO,RGD:1307843 ,J:155856 
MGI:1261910,Pibf1,progesterone immunomodulatory binding factor 1,14,,mitotic metaphase chromosome alignment,,,ISO,Q8WXW3 ,J:164563 
MGI:1261910,Pibf1,progesterone immunomodulatory binding factor 1,14,,mitotic spindle assembly,,,ISO,Q8WXW3 ,J:164563 
MGI:1889507,Pidd1,p53 induced death domain protein 1,7,,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",,,ISO,Q9HB75 ,J:164563 
MGI:97587,Pim2,proviral integration site 2,X,,G1/S transition of mitotic cell cycle,,,ISO,Q9P1W9 ,J:164563 
MGI:97587,Pim2,proviral integration site 2,X,,regulation of mitotic cell cycle,,,IBA,PTN001122687 ,J:265628 
MGI:1355297,Pim3,proviral integration site 3,15,,regulation of mitotic cell cycle,,,IBA,PTN001122687 ,J:265628 
MGI:1355297,Pim3,proviral integration site 3,15,,regulation of mitotic cell cycle,,,ISO,Q86V86 ,J:164563 
MGI:1919650,Pinx1,"PIN2/TERF1 interacting, telomerase inhibitor 1",14,,mitotic metaphase chromosome alignment,,,ISO,Q96BK5 ,J:164563 
MGI:1919650,Pinx1,"PIN2/TERF1 interacting, telomerase inhibitor 1",14,,negative regulation of G2/M transition of mitotic cell cycle,,,ISO,Q96BK5 ,J:164563 
MGI:97603,Pkd1,"polycystin 1, transient receptor potential channel interacting",17,,regulation of G1/S transition of mitotic cell cycle,,,ISO,P98161 ,J:164563 
MGI:97603,Pkd1,"polycystin 1, transient receptor potential channel interacting",17,,regulation of mitotic spindle organization,,,IMP,MGI:3793793 ,J:188763 
MGI:1099818,Pkd2,"polycystin 2, transient receptor potential cation channel",5,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,Q13563 ,J:164563 
MGI:2155808,Pkhd1,polycystic kidney and hepatic disease 1,1,,establishment of mitotic spindle orientation,,,IMP,,J:185863 
MGI:104747,Pkia,"protein kinase inhibitor, alpha",3,,regulation of G2/M transition of mitotic cell cycle,,,IMP,,J:23206 
MGI:109211,Pkn2,protein kinase N2,3,,positive regulation of mitotic cell cycle,,,ISO,Q16513 ,J:164563 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,G2/M transition of mitotic cell cycle,,,IDA,,J:169987 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,G2/M transition of mitotic cell cycle,,,NAS,,J:169990 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,positive regulation of G1/S transition of mitotic cell cycle,,,IDA,,J:169809 
MGI:97621,Plk1,polo like kinase 1,7,,establishment of mitotic spindle orientation,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,G2/M transition of mitotic cell cycle,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,mitotic cell cycle,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,mitotic cytokinesis,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,mitotic G2 DNA damage checkpoint signaling,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,mitotic sister chromatid segregation,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,mitotic spindle assembly checkpoint signaling,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,mitotic spindle organization,,,IBA,PTN000679870 ,J:265628 
MGI:97621,Plk1,polo like kinase 1,7,,regulation of mitotic cell cycle,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,regulation of mitotic metaphase/anaphase transition,,,ISO,P53350 ,J:164563 
MGI:97621,Plk1,polo like kinase 1,7,,regulation of mitotic spindle assembly,,,ISO,P53350 ,J:164563 
MGI:1099790,Plk2,polo like kinase 2,13,,G1/S transition of mitotic cell cycle,,,IBA,PTN008613833 ,J:265628 
MGI:1099790,Plk2,polo like kinase 2,13,,G1/S transition of mitotic cell cycle,,,ISO,Q9NYY3 ,J:164563 
MGI:1099790,Plk2,polo like kinase 2,13,,mitotic cell cycle,,,IMP,MGI:2678106 ,J:85756 
MGI:1099790,Plk2,polo like kinase 2,13,,mitotic spindle organization,,,IBA,PTN000679870 ,J:265628 
MGI:1099790,Plk2,polo like kinase 2,13,,mitotic spindle organization,,,IMP,,J:180484 
MGI:1099790,Plk2,polo like kinase 2,13,,mitotic spindle organization,,,ISO,Q9NYY3 ,J:164563 
MGI:109604,Plk3,polo like kinase 3,4,,G1/S transition of mitotic cell cycle,,,ISO,Q9H4B4 ,J:164563 
MGI:109604,Plk3,polo like kinase 3,4,,mitotic G1/S transition checkpoint signaling,,,IBA,PTN002804399 ,J:265628 
MGI:109604,Plk3,polo like kinase 3,4,,mitotic G1/S transition checkpoint signaling,,,IMP,,J:175096 
MGI:109604,Plk3,polo like kinase 3,4,,mitotic spindle organization,,,IBA,PTN000679870 ,J:265628 
MGI:3026984,Plk5,polo like kinase 5,10,,mitotic spindle organization,,,IBA,PTN000679870 ,J:265628 
MGI:3026984,Plk5,polo like kinase 5,10,,regulation of G1/S transition of mitotic cell cycle,,,IBA,PTN008613832 ,J:265628 
MGI:3026984,Plk5,polo like kinase 5,10,,regulation of G1/S transition of mitotic cell cycle,,,IMP,,J:170612 
MGI:3026984,Plk5,polo like kinase 5,10,,regulation of G1/S transition of mitotic cell cycle,,,IMP,,J:173149 
MGI:3026984,Plk5,polo like kinase 5,10,,regulation of G1/S transition of mitotic cell cycle,,,ISO,Q496M5 ,J:164563 
MGI:1858197,Plrg1,pleiotropic regulator 1,3,,positive regulation of G1/S transition of mitotic cell cycle,,,IMP,MGI:3848230 ,J:149153 
MGI:104662,Pml,promyelocytic leukemia,9,,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",,,IMP,,J:98981 
MGI:104662,Pml,promyelocytic leukemia,9,,negative regulation of mitotic cell cycle,,,ISO,P29590 ,J:164563 
MGI:1917485,Poc1a,POC1 centriolar protein A,9,,mitotic spindle organization,,,IMP,MGI:2135614 ,J:227335 
MGI:99660,Pola1,"polymerase (DNA directed), alpha 1",X,,mitotic DNA replication initiation,,,IBA,PTN000035348 ,J:265628 
MGI:1915061,Poldip2,"polymerase (DNA-directed), delta interacting protein 2",11,,mitotic spindle assembly,,,ISO,RGD:1307022 ,J:155856 
MGI:1915061,Poldip2,"polymerase (DNA-directed), delta interacting protein 2",11,,positive regulation of mitotic cell cycle,,,IMP,MGI:4044390 ,J:214252 
MGI:1915061,Poldip2,"polymerase (DNA-directed), delta interacting protein 2",11,,positive regulation of mitotic cytokinesis,,,ISO,RGD:1307022 ,J:155856 
MGI:1196391,Pole,"polymerase (DNA directed), epsilon",5,,G1/S transition of mitotic cell cycle,,,ISO,Q07864 ,J:164563 
MGI:1196391,Pole,"polymerase (DNA directed), epsilon",5,,mitotic cell cycle,,,IBA,PTN000072300 ,J:265628 
MGI:1858214,Ppm1d,"protein phosphatase 1D magnesium-dependent, delta isoform",11,,G2/M transition of mitotic cell cycle,,,IMP,MGI:2179128 ,J:74284 
MGI:1289273,Ppp1r10,"protein phosphatase 1, regulatory subunit 10",17,,negative regulation of mitotic DNA damage checkpoint,,,ISO,Q96QC0 ,J:164563 
MGI:1309528,Ppp1r12a,"protein phosphatase 1, regulatory subunit 12A",10,,mitotic cell cycle,,,ISO,O14974 ,J:164563 
MGI:1321159,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",11,,mitotic cell cycle,,,IBA,PTN001705142 ,J:265628 
MGI:1321159,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",11,,regulation of G1/S transition of mitotic cell cycle,,,ISO,P67775 ,J:164563 
MGI:1321161,Ppp2cb,"protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform",8,,mitotic cell cycle,,,IBA,PTN001705142 ,J:265628 
MGI:1926334,Ppp2r1a,"protein phosphatase 2, regulatory subunit A, alpha",17,,mitotic sister chromatid separation,,,IMP,MGI:5287252 ,J:213800 
MGI:1335093,Ppp2r3d,"protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta",9,,negative regulation of G1/S transition of mitotic cell cycle,,,IDA,,J:52529 
